OBJEKTART,UUID,NAME,MIN_E,MIN_N,MIN_Z,MAX_E,MAX_N,MAX_Z,SKIGEBIET,2005 mid,2005 bottom,2005 top,2035 mid,2035 bottom,2035 top,2060 mid,2060 bottom,2060 top,2085 mid,2085 bottom,2085 top
Skilift,{5572B3AB-1A8D-4E85-AE15-9096D3C534C3},Alpsteinblick 2,743727,242681,896,744467,242226,1105,Kronberg,yellow,red,yellow,red,red,red,red,red,red,red,red,red
Luftseilbahn,{6D27F1F6-B5D1-4B3C-AF31-E4A6917474BB},Jakobsbad-Kronberg,742851,242710,885,742893,239589,1653,Kronberg,yellow,red,green,yellow,red,yellow,red,red,yellow,red,red,red
Sesselbahn,{077BD49B-D0B1-4840-8CCF-907128E6461C},Krümmenschwil-Rietbach,730981,234001,732,729852,232299,1123,Krummenau–Wolzenalp ,red,red,yellow,red,red,red,red,red,red,red,red,red
Skilift,{571524C8-01DC-4B3D-A68E-D6E654EEED59},Rietbach-Wolzenalp,730036,231949,1108,729664,230301,1467,Krummenau–Wolzenalp ,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{052BA693-10BD-4A8C-B1B1-D51F9F1BBFD1},Stalden,730264,232740,1019,729974,232470,1099,Krummenau–Wolzenalp ,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Skilift,{25BE2DB5-9A3A-4792-B622-61CE3A08DF19},Seebodenalp,678272,213363,1039,678162,212510,1233,Küssnacht–Seebodenalp,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{517E7843-E15A-4316-B143-17E96EB8F6A8},Allière,579409,169227,1362,579876,168909,1525,La Berra–La Roche,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{B3A20EE6-278F-44AF-B24D-FF8732848D54},Gîte du Commun-Joux d'Allière,579409,169137,1371,579374,168848,1442,La Berra–La Roche,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{37F3EA94-5A01-4965-B3CE-530859D1FD3E},Le Brand,578344,170659,1044,578509,170499,1089,La Berra–La Roche,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Gondelbahn,{292F887B-7AA1-4032-B3B7-172FC5DB1F5F},Le Brand–La Berra,578283,170647,1045,580119,169636,1641,La Berra–La Roche,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{085A730A-FC27-4BF6-AA7C-9E9108ABA473},Le Brand-La Gormanda,578346,170666,1043,579284,170237,1273,La Berra–La Roche,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Sesselbahn,{8AB3F743-3FD8-4353-B6FF-1E4F405962D7},Arpalle 1,573693,86756,1611,574323,86481,1997,La Fouly,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{27F83BA6-2CE4-4322-829B-6777C0B1B452},Arpalle 2,574191,86379,1963,574688,86305,2174,La Fouly,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Skilift,{775CB1A5-AD54-4EFB-89EF-D0BE9BA679FE},Petite Combe,573701,86762,1610,574125,87013,1696,La Fouly,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{0B078F50-B6BE-4E03-ACFA-523D04D969ED},Obere Wanne,624403,243518,813,624024,243314,937,Langenbruck,red,red,red,red,red,red,red,red,red,red,red,red
Skilift,{3FB59897-12B8-4EB6-A9D0-2CD4E5F03B50},Untere Wanne,624899,244004,717,623778,243683,931,Langenbruck,red,red,red,red,red,red,red,red,red,red,red,red
Gondelbahn,{99EC79CB-0995-4F88-9506-3C3957B8DB0C},Gandegg-Hockenhorngrat,624520,141678,2721,623782,142100,3092,Lauchernalp-Lötschental,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{E55EEE7C-D005-4D27-B985-A6F70882F7B2},Lauchernalp-Stafel,625771,139967,1964,625409,140452,2113,Lauchernalp-Lötschental,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{B4D298B1-B0C9-4425-A316-5020F88106FC},Märwig–Gandegg,625226,141100,2406,624512,141727,2727,Lauchernalp-Lötschental,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Sesselbahn,{BB30A2A1-F176-4D90-8599-6F5591A3D0BA},Stafel–Gandegg,625409,140413,2108,624567,141623,2721,Lauchernalp-Lötschental,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Luftseilbahn,{B857127A-CB6E-4168-9E69-240CD6120572},Wiler-Lauchernalp,626083,138998,1409,625803,140013,1976,Lauchernalp-Lötschental,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{AC852EDA-51C9-4EE9-B2A1-16B01B178A24},La Balère,565370,215860,882,565633,215648,945,Le Pâquier–Crêt-du-Puy,red,red,red,red,red,red,red,red,red,red,red,red
Skilift,{196BD97E-C65E-4F82-9159-693F5FCA6C8D},Crêt du Puy,565348,215878,874,567003,215321,1267,Le Pâquier–Crêt-du-Puy,yellow,red,yellow,red,red,yellow,red,red,red,red,red,red
Skilift,{83832427-8291-46B4-8B8D-08712BA85A59},Les Breuleux,567893,227113,1072,568093,226155,1245,Les Breuleux,yellow,yellow,yellow,red,red,yellow,red,red,red,red,red,red
Luftseilbahn,{95EBE01C-627F-48B7-A89E-6635A502F498},Cabane–Scex Rouge,582742,132086,2532,581987,130648,2947,Les Diablerets,green,green,green,green,green,green,green,green,green,green,green,green
Luftseilbahn,{CE39CE83-C9CE-4822-AAEE-618248821F00},Col du Pillon–Cabane,582051,133655,1552,582757,132118,2538,Les Diablerets,green,green,green,green,yellow,green,green,yellow,green,yellow,red,green
Skilift,{14806546-0AAC-454B-99AA-1EFA62EB925A},Dôme,582930,130171,2805,582252,129339,2967,Les Diablerets,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{F40FB802-FBEA-4F3E-A08F-388DE78E4A61},Glacier–Scex Rouge,582347,130636,2820,581992,130585,2935,Les Diablerets,green,green,green,green,green,green,green,green,green,green,green,green
Sesselbahn,{DD50B7C3-0C83-449F-845B-8E61B4AF0E2F},Oldenalp–Oldenegg,585227,132975,1845,585033,133092,1969,Les Diablerets,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{23250DFE-3A46-4829-97C8-2A67966884D0},Oldenegg–Cabane,584624,133360,1924,582773,132092,2530,Les Diablerets,green,green,green,green,green,green,green,yellow,green,yellow,yellow,green
Skilift,{0C14440C-C684-442E-9148-BD1D608BA103},Quille du Diable,584701,129260,2589,583288,128875,2875,Les Diablerets,green,green,green,green,green,green,green,green,green,green,green,green
Luftseilbahn,{5671349F-C50D-447A-98DF-8953C1E44A01},Reusch–Oldenegg,584370,134904,1355,584567,133359,1934,Les Diablerets,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Skilift,{4577ECBB-AB5F-4BC6-A461-CB167B62FCE4},Tsanfleuron,584716,129347,2586,582426,129446,2938,Les Diablerets,green,green,green,green,green,green,green,green,green,green,yellow,green
Skilift,{7D06360C-993E-4005-99DC-7F0598EE0AE0},Chaux Ronde I,571900,130035,1803,572592,129985,1982,Les Diablerets,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Skilift,{7FA93508-C687-4892-858B-A5AB8C547D52},Chaux Ronde II,571898,130026,1803,572592,129977,1982,Les Diablerets,green,green,green,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow
Skilift,{09BF6F95-D85B-40C0-9D13-EBFA479A5263},Col de Bretaye–Roc d'Orsay,571832,130061,1794,571157,130098,1953,Les Diablerets,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{15208A02-CAB2-4C40-AE6A-9DD894FFA094},Col de Bretaye-Chamossaire,571843,129985,1791,570976,130646,2105,Les Diablerets,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{DD56739A-88E9-42B6-BE15-1E9FB32297AB},Combe d'Orsay,570616,130314,1786,571157,130201,1979,Les Diablerets,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Sesselbahn,{3BA639FD-7825-46B6-A53C-CEFDF1805877},Conche–Mi Laouissalet,574543,131126,1757,573165,130640,1857,Les Diablerets,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{004C0003-628B-444A-89F0-9E4704160F2B},Fracherets,573752,126520,1533,574299,127134,1778,Les Diablerets,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{5F25EE2C-3AAA-4AB5-931F-D98CD5D9A76A},Gryonne,573136,127887,1351,573242,127472,1457,Les Diablerets,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{142E6F06-3B2E-40C2-8F9B-DCFC64F4E26C},Jorasse,577252,132847,1357,577098,131914,1649,Les Diablerets,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{5844717C-EE71-4CFE-9AD6-DA9DF6CBC3E7},La Rasse-Chaux Ronde,573094,127898,1353,572686,129975,1980,Les Diablerets,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{73B87CA3-FEBC-462C-82FB-38B0037C2353},Lac de Bretaye–Col de Bretaye,571821,130433,1785,571887,130194,1815,Les Diablerets,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Skilift,{CCF5640F-7B11-4765-B57B-A6BAF6B67FFD},Lac Noir-Bretaye,572264,130687,1723,571992,130224,1819,Les Diablerets,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{9825F3AD-D44F-4FD5-A6CD-4BA5F06A9112},Lac Noir-Chaux Ronde,572257,130736,1725,572754,130013,1983,Les Diablerets,green,green,green,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow
Sesselbahn,{84FEDFF7-0F4F-449C-A11E-645681B438E0},Lac Noir-Petit Chamossaire,572356,131008,1719,571393,131191,2040,Les Diablerets,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{7247C272-C473-4006-A109-4C21E8D91B68},Laouissalet–Meilleret,574531,131322,1690,575561,131375,1951,Les Diablerets,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{B93D9D13-0AB2-4D01-9A5E-69CB93175AE5},Plan Métroz,573873,127012,1702,574252,127149,1771,Les Diablerets,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{EF958779-FCEF-4ACF-A625-42BB618BDC01},Ruvine,576668,132922,1336,576422,131256,1721,Les Diablerets,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{E11F94BC-D084-45F4-9067-A8F40E8A471F},Ruvine-Meilleret,576359,132079,1536,575525,131474,1949,Les Diablerets,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{4701129B-3A9F-4FDB-94E4-223DA7490258},Sodoleuvre-La Croix,573168,127475,1442,575137,126963,1988,Les Diablerets,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Gondelbahn,{58B45E3C-28CF-40A6-A6CE-68AFB6328DC1},Villars-Roc d'Orsay,570446,128122,1277,571127,130122,1953,Les Diablerets,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{2C7DA300-87A1-461C-AC89-7C4582A38EC0},Vioz–Mazots,577892,132819,1183,576458,131253,1723,Les Diablerets,green,yellow,green,yellow,red,yellow,yellow,red,yellow,red,red,red
Skilift,{864D0D44-5CFD-4E4C-95AD-0546DE0BAEC0},Reusch,584493,134690,1324,584364,134870,1344,Les Diablerets,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Luftseilbahn,{C591B32B-214A-4CD1-B2AF-876908FAEE15},Reusch-Gstelli,584313,134928,1363,584247,135064,1408,Les Diablerets,yellow,yellow,yellow,yellow,yellow,yellow,red,red,yellow,red,red,red
Gondelbahn,{E87FF9B3-677A-484C-9356-CCD58BE2EF77},Barboleuse-Les Chaux,572135,125883,1217,574248,127118,1774,Les Diablerets,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{D76C2507-C3F6-4E2E-B8C1-BE2746DC4D62},Hôtel du Parc 1,570820,127452,1302,571096,127486,1370,Les Diablerets,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{54FACEFA-E8FA-4094-9E6F-FF254756B858},Hôtel du Parc 2,570822,127449,1304,571096,127471,1371,Les Diablerets,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{2A1DBC68-B55A-4AF8-B34F-8078B282EEFB},Palace,570594,127111,1268,570776,127100,1296,Les Diablerets,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{82407420-4611-4CA2-9B9C-E2A563BCDBB9},Vers l'Eglise,576536,133597,1133,576102,132602,1502,Les Diablerets,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{7D03D8AC-0990-4434-AE5A-048A9429D8F9},Les Genevez,577110,233102,1056,577056,232619,1178,Les Genevez ,yellow,yellow,yellow,red,red,red,red,red,red,red,red,red
Sesselbahn,{13CD9B1E-0B8D-4C92-87A1-17C264754FAA},Le Vélard,565829,107633,1731,564690,108103,2201,Les Marécottes-La Creusaz,green,green,green,yellow,yellow,green,yellow,yellow,green,red,red,yellow
Skilift,{683A7650-889A-45AC-B6BA-6960B55FDBE9},Luisin,565759,107733,1744,565427,108072,1901,Les Marécottes-La Creusaz,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Gondelbahn,{439932C0-23DD-4931-A2DC-80A0AF087B9F},Les Marécottes-La Creusaz,566563,106749,1127,565667,107525,1781,Les Marécottes-La Creusaz,yellow,yellow,green,yellow,red,yellow,yellow,red,yellow,red,red,red
Skilift,{24F6BE50-6673-4DB1-A58C-C05F250B8E4A},Borbuintze,562671,151455,1193,563170,150917,1352,Les Paccots,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{0F19B882-AE75-4F2E-AFFB-B1F44121CD8B},Corbetta,562096,152449,1069,561813,151549,1379,Les Paccots,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{DB9D9510-575E-468D-AF53-5F0E02C4DF82},La Cagne,562580,151249,1202,563063,150802,1390,Les Paccots,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{611D8BF8-11AF-48EB-B33D-B71CDCE7DC03},La Cierne,561065,152393,1071,561458,151509,1396,Les Paccots,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{D3DDDD0E-D062-4996-9698-7AF5784761F1},La Saira,561816,151589,1379,561510,151530,1397,Les Paccots,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{5CDB0EFB-14A5-4347-8CE4-F01881A7E62B},Les Joncs,562539,151353,1201,562390,151454,1237,Les Paccots,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{4E892D6F-36C1-4DD9-9DE1-BE0CD5AC0945},Les Vérollys,562682,151526,1199,561727,151552,1390,Les Paccots,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{EF66DB0B-5212-4323-B874-9FEF96DE1CE0},Les Vérollys-junior,562713,151593,1196,562346,151640,1252,Les Paccots,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{5B96053A-52C5-4501-871B-5428D8BAA927},Pralet,563338,151933,1135,563731,150823,1493,Les Paccots,yellow,yellow,green,yellow,red,yellow,red,red,yellow,red,red,red
Skilift,{AF47433C-0765-4DC1-9CFC-1BAC2D7A551E},Café de la Veveyse-La Cha,559529,150242,1090,559685,149015,1394,Les Pléiades,yellow,yellow,yellow,yellow,red,yellow,red,red,red,red,red,red
Skilift,{4E116512-40DF-4700-A015-9ACE88822392},La Cuvette,559636,148347,1316,559437,148179,1351,Les Pléiades,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Skilift,{49E362A5-CEE0-4B4F-A8BA-DA9CC47EC563},Le Prantin,560142,149443,1221,559738,149297,1337,Les Pléiades,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Sesselbahn,{C59B2B20-D38F-4DE3-B2B9-1C181919BFFA},Motalles-Les Pléiades,560127,148642,1213,559676,148865,1399,Les Pléiades,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Gondelbahn,{63F97F7B-BEB1-4089-B5EC-B89A8DEF5E9F},Flaschen-Torrentalp,614177,134422,1558,615119,134499,1942,Leukerbad,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Luftseilbahn,{E96511D3-89DA-40E4-BB72-163956BE75A1},Leukerbad-Rinderhütte,614650,135855,1396,616148,135311,2327,Leukerbad,green,yellow,green,green,yellow,green,yellow,red,green,yellow,red,yellow
Skilift,{0A67D9E6-103E-46C2-BBC0-A1C0F0F5D0DC},Rinderhalde,615696,135627,2115,616739,135998,2467,Leukerbad,green,green,green,green,green,green,green,yellow,green,yellow,yellow,yellow
Sesselbahn,{BF39A964-A00C-432D-81E4-7AD1A21D132F},Schwalbennest,616272,135239,2289,617232,135914,2602,Leukerbad,green,green,green,green,green,green,green,green,green,yellow,yellow,green
Skilift,{13861251-FE44-456B-B5E0-959BA46611CE},Torrent,616239,135510,2328,616963,136028,2508,Leukerbad,green,green,green,green,green,green,green,green,green,yellow,yellow,yellow
Gondelbahn,{6675CE6B-9951-4DFA-9B65-9C277B3C14BC},Torrentalp-Rinderhütte,615144,134515,1942,616149,135280,2322,Leukerbad,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Sesselbahn,{86444F63-EF93-4D45-9001-56C46AF24DD9},Aï–Berneuse,566495,134823,1895,566391,134396,2043,Leysin,green,green,green,green,green,green,yellow,yellow,green,yellow,yellow,yellow
Sesselbahn,{680E18E3-AA84-4A49-AF95-4BF7AFE93051},Aï–Chaux-de-Mont,566539,134891,1897,566127,135731,2200,Leysin,green,green,green,green,yellow,green,yellow,yellow,green,yellow,red,yellow
Skilift,{9EFB5FFC-43B5-49A7-BD12-C2D37495910C},Crettex,573790,138338,1449,572318,138049,1738,Leysin,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{6AE48649-AAC8-48FE-893E-5C28CE711937},Dorchaux III,573721,138953,1444,573093,138829,1609,Leysin,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{27AFAA4C-1256-4A2A-8A62-9B21F7FD5563},Eraisis,574514,140989,1383,575505,140664,1681,Leysin,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{9984C207-221B-4BC0-8F3C-A0926B5F46AD},L'Arsat,574080,139775,1395,572761,139644,1789,Leysin,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Sesselbahn,{8680F8AC-503F-4EC5-93B3-28ECAA477BC5},Le Fer-Brion-Mayen-Tête d'Aï,568328,135462,1586,566943,134978,1916,Leysin,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Skilift,{6553630E-90C8-4C36-8854-2DCDB81D4C7C},Les Fontaines,574140,138232,1443,574594,138076,1577,Leysin,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Gondelbahn,{F3ED9836-013B-4B71-A2E2-4CA7D76054FA},Leysin–Berneuse,567553,133003,1336,566481,134312,2044,Leysin,green,yellow,green,yellow,yellow,green,yellow,red,yellow,red,red,yellow
Sesselbahn,{4E9E7703-0979-4461-8211-4FEBB638C531},Leysin-Tête d'Aï,567589,133019,1333,566903,134956,1917,Leysin,green,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{2BB9CFD4-C528-48EA-81E9-279C6C024A48},Mossette,575673,141397,1469,575489,140681,1680,Leysin,green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{B7FFB669-0D44-4244-B57A-D84E0B99E62A},Parchets I,573561,137818,1420,571768,137872,1879,Leysin,green,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{9BE0443F-A5BF-4E6A-9F9D-EF3BCF4381DE},Choulet,569484,135654,1444,568499,135892,1706,Leysin,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{1388B1BE-2C59-4765-84D3-78984ECB1C28},Dorchaux I,573667,138499,1454,572769,138527,1666,Leysin,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{6026C516-A255-4710-BEE0-0DAF8CA0B32C},Dorchaux II,573668,138502,1454,572765,138536,1666,Leysin,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{833C13B9-30E6-4179-B855-134A113F92FE},La Lécherette Baby,574537,141005,1387,574622,140985,1401,Leysin,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow,red,red,red
Skilift,{650B0E03-1307-4472-9F0E-0A0588717D33},Parchets II,573569,137894,1427,572350,138034,1728,Leysin,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{F1C3B61A-7C8E-4AAC-BA48-7886B69F8F92},Picatchou,573667,138510,1455,573423,138563,1495,Leysin,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{05C26169-7492-4148-A474-BC01F521335A},Pra Cornet,574319,139833,1400,575621,140002,1686,Leysin,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{D4315FB1-3809-4B5E-B3FD-83C072DFBEEA},Solepraz,570037,136167,1331,568888,136359,1664,Leysin,yellow,yellow,green,yellow,yellow,yellow,yellow,red,yellow,red,red,red
Skilift,{AB3FC599-CD66-47D1-A758-C580C5B05295},Vallée–Blanche,567560,133154,1372,567415,133052,1392,Leysin,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red,red,red,red
Sesselbahn,{45F65364-7F08-4A5C-8B04-1159B346E9C3},Hochegg,764323,219409,1550,764217,218434,1889,Malbun–Steg (FL),green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Sesselbahn,{ACA48BFB-93B3-4628-AD79-AD7970CF9A39},Sareis,764862,218915,1614,765503,219170,1995,Malbun–Steg (FL),green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{90C2341A-6E8E-4B37-B9C5-3EFA568F9A1A},Schneeflucht,763981,219852,1477,764529,219468,1585,Malbun–Steg (FL),green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Skilift,{5E08EA1D-F879-412B-8857-CCFC377A75CD},Schneeflucht,763983,219843,1479,764497,219483,1571,Malbun–Steg (FL),green,green,green,yellow,yellow,yellow,yellow,yellow,yellow,red,red,red
Sesselbahn,{AD61A800-7408-4152-BF0B-1B980269902D},Täli,764366,219381,1552,764343,217870,1876,Malbun–Steg (FL),green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
Gondelbahn,{3990E617-3C84-428F-8773-B31EF094940D},Marbachegg,634845,188862,889,635660,187229,1478,Marbach–Marbachegg,yellow,red,green,red,red,yellow,red,red,yellow,red,red,red
Skilift,{8E3AC5F9-87EB-4BD5-8CCA-1A26D8EEFB63},Marbachegg,636508,187103,1290,635674,187231,1475,Marbach–Marbachegg,yellow,yellow,yellow,yellow,yellow,yellow,red,red,yellow,red,red,red
Skilift,{D13F00A4-E59D-4CD9-B947-F5CFA835B3E7},Marbachegg,636523,187109,1290,635661,187242,1479,Marbach–Marbachegg,yellow,yellow,yellow,yellow,yellow,yellow,red,red,yellow,red,red,red
Skilift,{4C804BCD-C02A-4B63-A9B0-F0F6CE0A9E70},Balisalp-Käserstatt,658245,179040,1632,659458,178828,1847,Meiringen–Hasliberg,green,green,green,yellow,yellow,green,yellow,yellow,yellow,red,red,yellow
